"Latest: Tiempo (s)","Latest: Tasa de Flujo (L/s)","Latest: Volumen (L)"
0,-0.0517726412654,-0
0.01,-0.0612941258732,0.000565333835693
0.02,-0.0612941258732,0.00117827509443
0.03,-0.0422511566576,0.00169600150708
0.04,-0.0327296720498,0.00207090565062
0.05,-0.0422511566576,0.00244580979415
0.06,-0.0422511566576,0.00286832136073
0.07,-0.0422511566576,0.00329083292731
0.08,-0.0422511566576,0.00371334449388
0.09,-0.0517726412654,0.0041834634835
0.1,-0.0422511566576,0.00465358247311
0.11,-0.0517726412654,0.00512370146273
0.12,-0.0517726412654,0.00564142787538
0.13,-0.0612941258732,0.00620676171107
0.14,-0.0612941258732,0.00681970296981
0.15,-0.0612941258732,0.00743264422854
0.16,-0.0422511566576,0.00795037064119
0.17,-0.0517726412654,0.00842048963081
0.18,-0.0422511566576,0.00889060862042
0.19,-0.0612941258732,0.00940833503307
0.2,-0.0517726412654,0.00997366886877
0.21,-0.0612941258732,0.0105390027045
0.22,-0.0517726412654,0.0111043365402
0.23,-0.0422511566576,0.0115744555298
0.24,-0.0422511566576,0.0119969670963
0.25,-0.0422511566576,0.0124194786629
0.26,-0.0517726412654,0.0128895976525
0.27,-0.0422511566576,0.0133597166422
0.28,-0.0517726412654,0.0138298356318
0.29,-0.0517726412654,0.0143475620444
0.3,-0.0422511566576,0.014817681034
0.31,-0.0517726412654,0.0152878000236
0.32,-0.0612941258732,0.0158531338593
0.33,-0.0517726412654,0.016418467695
0.34,-0.0517726412654,0.0169361941077
0.35,-0.0517726412654,0.0174539205203
0.36,-0.0612941258732,0.018019254356
0.37,-0.0517726412654,0.0185845881917
0.38,-0.0517726412654,0.0191023146044
0.39,-0.0517726412654,0.019620041017
0.4,-0.0612941258732,0.0201853748527
0.41,-0.0517726412654,0.0207507086884
0.42,-0.0612941258732,0.0213160425241
0.43,-0.0612941258732,0.0219289837828
0.44,-0.0612941258732,0.0225419250416
0.45,-0.0612941258732,0.0231548663003
0.46,-0.0612941258732,0.023767807559
0.47,-0.0612941258732,0.0243807488178
0.48,-0.0612941258732,0.0249936900765
0.49,-0.0612941258732,0.0256066313352
0.5,-0.0708156104811,0.026267180017
0.51,-0.0612941258732,0.0269277286988
0.52,-0.0517726412654,0.0274930625345
0.53,-0.0612941258732,0.0280583963702
0.54,-0.0612941258732,0.0286713376289
0.55,-0.0612941258732,0.0292842788876
0.56,-0.0612941258732,0.0298972201464
0.57,-0.0612941258732,0.0305101614051
0.58,-0.0612941258732,0.0311231026638
0.59,-0.0517726412654,0.0316884364995
0.6,-0.0612941258732,0.0322537703352
0.61,-0.0517726412654,0.0328191041709
0.62,-0.0517726412654,0.0333368305836
0.63,-0.0517726412654,0.0338545569962
0.64,-0.0517726412654,0.0343722834089
0.65,-0.0517726412654,0.0348900098215
0.66,-0.0612941258732,0.0354553436572
0.67,-0.0708156104811,0.036115892339
0.68,-0.0612941258732,0.0367764410208
0.69,-0.0612941258732,0.0373893822795
0.7,-0.0708156104811,0.0380499309613
0.71,-0.0612941258732,0.038710479643
0.72,-0.0612941258732,0.0393234209018
0.73,-0.0612941258732,0.0399363621605
0.74,-0.0612941258732,0.0405493034192
0.75,-0.0612941258732,0.041162244678
0.76,-0.0612941258732,0.0417751859367
0.77,-0.0612941258732,0.0423881271954
0.78,-0.0708156104811,0.0430486758772
0.79,-0.0612941258732,0.043709224559
0.8,-0.0612941258732,0.0443221658177
0.81,-0.0612941258732,0.0449351070764
0.82,-0.0708156104811,0.0455956557582
0.83,-0.0612941258732,0.04625620444
0.84,-0.0612941258732,0.0468691456987
0.85,-0.0708156104811,0.0475296943805
0.86,-0.0612941258732,0.0481902430623
0.87,-0.0612941258732,0.048803184321
0.88,-0.0517726412654,0.0493685181567
0.89,-0.0612941258732,0.0499338519924
0.9,-0.0422511566576,0.050451578405
0.91,-0.0517726412654,0.0509216973946
0.92,-0.0612941258732,0.0514870312303
0.93,-0.0612941258732,0.0520999724891
0.94,-0.0612941258732,0.0527129137478
0.95,-0.0612941258732,0.0533258550065
0.96,-0.0708156104811,0.0539864036883
0.97,-0.0612941258732,0.0546469523701
0.98,-0.0612941258732,0.0552598936288
0.99,-0.0517726412654,0.0558252274645
1,-0.0517726412654,0.0563429538772
1.01,-0.0612941258732,0.0569082877128
1.02,-0.0612941258732,0.0575212289716
1.03,-0.0517726412654,0.0580865628073
1.04,-0.0708156104811,0.058699504066
1.05,-0.0612941258732,0.0593600527478
1.06,-0.0612941258732,0.0599729940065
1.07,-0.0612941258732,0.0605859352652
1.08,-0.0612941258732,0.061198876524
1.09,-0.0708156104811,0.0618594252057
1.1,-0.0517726412654,0.0624723664645
1.11,-0.0803370950889,0.0631329151462
1.12,-0.0422511566576,0.063745856405
1.13,-0.0612941258732,0.0642635828176
1.14,-0.0708156104811,0.0649241314994
1.15,-0.0612941258732,0.0655846801812
1.16,-0.0708156104811,0.0662452288629
1.17,-0.0612941258732,0.0669057775447
1.18,-0.0612941258732,0.0675187188034
1.19,-0.0708156104811,0.0681792674852
1.2,-0.0803370950889,0.0689350310131
1.21,-0.0898585796967,0.069786009387
1.22,-0.0803370950889,0.0706369877609
1.23,-0.0803370950889,0.0714403587118
1.24,-0.0517726412654,0.0721009073936
1.25,-0.0612941258732,0.0726662412293
1.26,-0.0803370950889,0.0733743973341
1.27,-0.0517726412654,0.0740349460159
1.28,-0.0422511566576,0.0745050650055
1.29,-0.0517726412654,0.0749751839951
1.3,-0.0422511566576,0.0754453029847
1.31,-0.0517726412654,0.0759154219743
1.32,-0.0517726412654,0.076433148387
1.33,-0.0708156104811,0.0770460896457
1.34,-0.0708156104811,0.0777542457505
1.35,-0.0612941258732,0.0784147944323
1.36,-0.0708156104811,0.0790753431141
1.37,-0.0612941258732,0.0797358917958
1.38,-0.0612941258732,0.0803488330546
1.39,-0.0612941258732,0.0809617743133
1.4,-0.0517726412654,0.081527108149
1.41,-0.0517726412654,0.0820448345616
1.42,-0.0422511566576,0.0825149535513
1.43,-0.0803370950889,0.08312789481
1.44,-0.204116394991,0.0845501622604
1.45,-0.384429509751,0.0874928917841
1.46,-0.5653377173,0.0922417279194
1.47,-0.736129347453,0.0987490632431
1.48,-0.964644978041,0.107252934871
1.49,-1.10687215437,0.117610520533
1.5,-1.16400106202,0.128964886615
1.51,-1.33479269217,0.141458855386
1.52,-1.35383566139,0.154901997153
1.53,-1.4966579305,0.169154465113
1.54,-1.63888510683,0.184832180299
1.55,-1.75314292213,0.201792320444
1.56,-1.81027182977,0.219609394204
1.57,-1.94357261428,0.238378616424
1.58,-2.00962791375,0.258144619064
1.59,-2.13340721365,0.278859794701
1.6,-2.1905361213,0.300479511376
1.61,-2.24766502895,0.322670517127
1.62,-2.34228478224,0.345620266183
1.63,-2.43749962831,0.369519188236
1.64,-2.46606408214,0.394037006788
1.65,-2.55175744361,0.419126114417
1.66,-2.50415002057,0.444405651738
1.67,-2.52319298979,0.46954236679
1.68,-2.51367150518,0.494726689264
1.69,-2.47558556675,0.519672974624
1.7,-2.43749962831,0.544238400599
1.71,-2.4184566591,0.568518182036
1.72,-2.42797814371,0.59275035605
1.73,-2.39941368988,0.616887315218
1.74,-2.39941368988,0.640881452117
1.75,-2.36132775145,0.664685159324
1.76,-2.32324181302,0.688108007146
1.77,-2.2946773592,0.711197603007
1.78,-2.23814354434,0.733861707525
1.79,-2.22862205973,0.756195535545
1.8,-2.18101463669,0.778243719027
1.81,-2.13340721365,0.799815828279
1.82,-2.09532127522,0.820959470723
1.83,-2.0667568214,0.841769861207
1.84,-2.01914939836,0.862199392305
1.85,-2.00010642914,0.882295671443
1.86,-1.97154197532,0.902153913465
1.87,-1.93405112968,0.92168187899
1.88,-1.90548667585,0.940879568018
1.89,-1.85787925281,0.959696397661
1.9,-1.84835776821,0.978227582766
1.91,-1.79122886056,0.99642551591
1.92,-1.68649252987,1.01381412286
1.93,-1.58235129197,1.03015834197
1.94,-1.54426535354,1.0457914252
1.95,-1.45857199207,1.06080561193
1.96,-1.35383566139,1.07486765019
1.97,-1.20208700045,1.0876472635
1.98,-1.0211787929,1.09876359247
1.99,-0.802779739708,1.10788338513
2,-0.536773263477,1.11458115015
2.01,-0.194594910383,1.11823799102
2.02,0.10949750428,1.11866347805
2.03,0.413589918942,1.11604804093
2.04,0.727203818213,1.11034407225
2.05,0.946197964193,1.10197706334
2.06,1.12651107895,1.09161351812
2.07,1.21220444042,1.07991994052
2.08,1.38299607058,1.06694393797
2.09,1.48773240126,1.05259029561
2.1,1.59246873195,1.03718928994
2.11,1.68708848524,1.02079150386
2.12,1.78230333132,1.00344454477
2.13,1.81086778514,0.985478689191
2.14,1.84895372357,0.967179581648
2.15,1.85847520818,0.948642436989
2.16,1.89656114661,0.929867255215
2.17,1.92512560044,0.91075882148
2.18,1.9911808999,0.891177288978
2.19,2.02926683833,0.871075050287
2.2,2.01974535373,0.850829989327
2.21,2.08639574598,0.830299283828
2.22,2.04830980755,0.80962575606
2.23,2.01022386912,0.789333087677
2.24,1.97213793069,0.769421278678
2.25,1.96261644608,0.749747506794
2.26,1.98165941529,0.730026127487
2.27,1.92512560044,0.710492202409
2.28,1.91560411583,0.691288553827
2.29,1.92512560044,0.672084905246
2.3,1.887039662,0.653024078934
2.31,1.84895372357,0.634344112006
2.32,1.82991075436,0.615949789616
2.33,1.81086778514,0.597745896919
2.34,1.74421739289,0.579970471029
2.35,1.70613145446,0.562718726792
2.36,1.68708848524,0.545752627093
2.37,1.67756700063,0.528929349664
2.38,1.65852403142,0.512248894504
2.39,1.62995957759,0.495806476459
2.4,1.6394810622,0.47945927326
2.41,1.59246873195,0.463299524289
2.42,1.55438279352,0.447565266662
2.43,1.46868943205,0.432449905534
2.44,1.47821091666,0.41771540379
2.45,1.48773240126,0.402885687201
2.46,1.48773240126,0.388008363188
2.47,1.45916794744,0.373273861445
2.48,1.46868943205,0.358634574547
2.49,1.46868943205,0.343947680227
2.5,1.46868943205,0.329260785906
2.51,1.45916794744,0.314621499009
2.52,1.4115605244,0.300267856649
2.53,1.42108200901,0.286104643982
2.54,1.38299607058,0.272084253584
2.55,1.37347458597,0.258301900302
2.56,1.36395310136,0.244614761865
2.57,1.31634567832,0.231213267967
2.58,1.25981186346,0.218332480258
2.59,1.24076889425,0.205829576469
2.6,1.21220444042,0.193564709796
2.61,1.1836399866,0.181585487661
2.62,1.13603256356,0.16998712491
2.63,1.14555404817,0.158579191851
2.64,1.11698959435,0.147266473639
2.65,1.10746810974,0.136144185118
2.66,1.07890365591,0.12521232629
2.67,1.07890365591,0.114423289731
2.68,1.07890365591,0.103634253172
2.69,1.04081771748,0.0930356463049
2.7,1.00273177905,0.0828178988222
2.71,0.964645840621,0.0729810107239
2.72,0.927154994977,0.0635220065459
2.73,0.860504602722,0.0545837085574
2.74,0.774811241252,0.0464071293375
2.75,0.65103194135,0.0392779134245
2.76,0.565933672668,0.0331930853544
2.77,0.461197341981,0.0280574302812
2.78,0.33741804208,0.0240643533609
2.79,0.176147896535,0.0214965236678
2.8,-0.0422511566576,0.0208270399684
2.81,-0.327895694893,0.0226777742262
2.82,-0.660552563379,0.0276200155175
2.83,-0.945602008826,0.0356507883786
2.84,-1.12591512359,0.0460083740406
2.85,-1.30682333114,0.0581720663143
2.86,-1.39192159982,0.0716657909691
2.87,-1.62995871501,0.0867751925432
2.88,-1.86740073742,0.104261989805
2.89,-1.99058494453,0.123551918215
2.9,-2.05723533679,0.143791019622
2.91,-2.14292869826,0.164791839797
2.92,-2.17149315208,0.186363949049
2.93,-2.28515587459,0.208647194182
2.94,-2.32324181302,0.23168918262
2.95,-2.31372032841,0.254873993327
2.96,-2.32324181302,0.278058804034
2.97,-2.33276329763,0.301338829588
2.98,-2.31372032841,0.324571247718
2.99,-2.25718651355,0.347425781928
3,-2.26670799816,0.370045254486
3.01,-2.25718651355,0.392664727045
3.02,-2.21910057512,0.415046162488
3.03,-2.18101463669,0.437046738547
3.04,-2.10484275983,0.45847602553
3.05,-2.09532127522,0.479476845705
3.06,-2.01914939836,0.500049199073
3.07,-2.04771385218,0.520383515326
3.08,-1.97154197532,0.540479794463
3.09,-1.97154197532,0.560195214216
3.1,-1.89596519124,0.579532750049
3.11,-1.85787925281,0.598301972269
3.12,-1.8388362836,0.616785549951
3.13,-1.82931479899,0.635126305364
3.14,-1.77218589134,0.653133808816
3.15,-1.74362143752,0.67071284546
3.16,-1.68649252987,0.687863415297
3.17,-1.66744956066,0.70463312575
3.18,-1.62995871501,0.721120167128
3.19,-1.60139426119,0.737276932009
3.2,-1.56330832276,0.753100444929
3.21,-1.52522238433,0.768543098464
3.22,-1.4871364459,0.783604892616
3.23,-1.43000753825,0.798190612536
3.24,-1.3728786306,0.812205043381
3.25,-1.33479269217,0.825743399994
3.26,-1.2592159081,0.838713442996
3.27,-1.19256551584,0.850972350115
3.28,-1.13543660819,0.862612360736
3.29,-1.04974324672,0.87353826001
3.3,-0.955123493433,0.883562593711
3.31,-0.850387162747,0.892590146992
3.32,-0.717086378238,0.900427514697
3.33,-0.5653377173,0.906839635174
3.34,-0.412993963575,0.911731293579
3.35,-0.232680848814,0.914959667641
3.36,-0.0232081874419,0.916239112822
3.37,0.204712350358,0.915331592007
3.38,0.442154372766,0.912097258392
3.39,0.65103194135,0.906631326821
3.4,0.860504602722,0.899073644101
3.41,1.03129623288,0.889614639923
3.42,1.10746810974,0.87892081821
3.43,1.25029037886,0.867132025767
3.44,1.35443161675,0.854108415789
3.45,1.46868943205,0.839992810545
3.46,1.5353398243,0.824972664263
3.47,1.59246873195,0.809333621482
3.48,1.62995957759,0.793221479934
3.49,1.62995957759,0.776921884158
3.5,1.66804551602,0.76043185869
3.51,1.66804551602,0.74375140353
3.52,1.67756700063,0.727023340947
3.53,1.66804551602,0.710295278363
3.54,1.65852403142,0.693662430626
3.55,1.71565293906,0.676791545774
3.56,1.66804551602,0.659873053498
3.57,1.62995957759,0.64338302803
3.58,1.61091660838,0.627178647101
3.59,1.60199021656,0.611114112976
3.6,1.56390427813,0.595284640502
3.61,1.55438279352,0.579693205144
3.62,1.55438279352,0.564149377209
3.63,1.52581833969,0.548748371543
3.64,1.47821091666,0.533728225261
3.65,1.48773240126,0.518898508672
3.66,1.46868943205,0.504116399505
3.67,1.44012497822,0.489572327454
3.68,1.44012497822,0.475171077671
3.69,1.42108200901,0.460865042735
3.7,1.39251755518,0.446797044914
3.71,1.40203903979,0.432824261939
3.72,1.39251755518,0.418851478965
3.73,1.35443161675,0.405116733105
3.74,1.35443161675,0.391572416937
3.75,1.32586716293,0.378170923039
3.76,1.30682419371,0.365007466256
3.77,1.30682419371,0.351939224319
3.78,1.27885483268,0.339010829187
3.79,1.25029037886,0.326365103129
3.8,1.1836399866,0.314195451302
3.81,1.16459701738,0.302454266282
3.82,1.15507553278,0.290855903531
3.83,1.13603256356,0.279400363049
3.84,1.12651107895,0.268087644837
3.85,1.09794662513,0.256965356316
3.86,1.08842514052,0.246033497488
3.87,1.09794662513,0.23510163866
3.88,1.06938217131,0.224264994678
3.89,1.0598606867,0.213618780388
3.9,1.05033920209,0.203067780944
3.91,1.04081771748,0.192611996346
3.92,1.01225326366,0.18234664144
3.93,0.983688809836,0.172366931073
3.94,0.974167325228,0.162577650397
3.95,0.946197964193,0.15297582395
3.96,0.908112025762,0.143704274001
3.97,0.879547571938,0.134765976012
3.98,0.879547571938,0.125970500293
3.99,0.831940148899,0.117413061688
4,0.803375695075,0.109236482469
4.01,0.774811241252,0.101345547787
4.02,0.698639364389,0.0939782947588
4.03,0.641510456742,0.0872775456531
4.04,0.575455157275,0.081192717583
4.05,0.489761795805,0.0758666328176
4.06,0.375503980511,0.071540303936
4.07,0.223755319574,0.0685440074356
4.08,0.0714115658484,0.0670681730085
4.09,-0.127944518128,0.0673508377699
4.1,-0.374908025144,0.0698651004863
4.11,-0.669478955198,0.075087035388
4.12,-0.917037555002,0.083019617939
4.13,-1.11639363898,0.0931867739089
4.14,-1.27825887731,0.10516003649
4.15,-1.31574972295,0.118130079492
4.16,-1.4871364459,0.132144510336
4.17,-1.62995871501,0.14772998614
4.18,-1.75314292213,0.164645494326
4.19,-1.82931479899,0.182557782932
4.2,-1.84835776821,0.200946145768
4.21,-1.87692222203,0.219572545719
4.22,-1.91500816046,0.238532197631
4.23,-1.92452964507,0.257729886659
4.24,-1.94357261428,0.277070397956
4.25,-1.99058494453,0.29674118575
4.26,-1.96202049071,0.316504212926
4.27,-1.94357261428,0.336032178451
4.28,-1.93405112968,0.355420297171
4.29,-1.90548667585,0.374617986198
4.3,-1.95309409889,0.393910890072
4.31,-1.96202049071,0.41348646302
4.32,-1.93405112968,0.432966821122
4.33,-1.90548667585,0.45216451015
4.34,-1.93405112968,0.471362199177
4.35,-1.88644370664,0.490464673359
4.36,-1.91500816046,0.509471932694
4.37,-1.92452964507,0.528669621722
4.38,-1.94357261428,0.548010133019
4.39,-1.95309409889,0.567493466585
4.4,-1.95309409889,0.587024407574
4.41,-1.93405112968,0.606460133716
4.42,-1.90548667585,0.625657822744
4.43,-1.90548667585,0.644712689503
4.44,-1.88644370664,0.663672341415
4.45,-1.89596519124,0.682584385904
4.46,-1.90548667585,0.70159164524
4.47,-1.84835776821,0.72036086746
4.48,-1.88644370664,0.739034874834
4.49,-1.86740073742,0.757804097055
4.5,-1.86740073742,0.776478104429
4.51,-1.84835776821,0.795056896957
4.52,-1.85787925281,0.813588082062
4.53,-1.85787925281,0.83216687459
4.54,-1.86740073742,0.850793274541
4.55,-1.89596519124,0.869610104185
4.56,-1.81027182977,0.88814128929
4.57,-1.86740073742,0.906529652126
4.58,-1.85787925281,0.925156052077
4.59,-1.87692222203,0.943830059451
4.6,-1.90548667585,0.962742103941
4.61,-1.85787925281,0.981558933584
4.62,-1.79122886056,0.999804474151
4.63,-1.75314292213,1.01752633306
4.64,-1.76266440673,1.03510536971
4.65,-1.73409995291,1.05258919151
4.66,-1.68649252987,1.06969215392
4.67,-1.67697104526,1.0865094718
4.68,-1.60139426119,1.10290129833
4.69,-1.60139426119,1.11891524094
4.7,-1.50617941511,1.13445310932
4.71,-1.4871364459,1.14941968863
4.72,-1.44905050746,1.16410062339
4.73,-1.34431417678,1.17806744681
4.74,-1.2592159081,1.19108509724
4.75,-1.16400106202,1.20320118209
4.76,-1.03070027751,1.21417468879
4.77,-0.917037555002,1.22391337795
4.78,-0.726607862845,1.23213160504
4.79,-0.47964435583,1.23816286613
4.8,-0.204116394991,1.24158166989
4.81,0.0809330504562,1.24219758661
4.82,0.375503980511,1.23991540145
4.83,0.670074910566,1.234687507
4.84,0.908112025762,1.22679657232
4.85,1.08842514052,1.21681388649
4.86,1.14555404817,1.20564399054
4.87,1.30682419371,1.19338209933
4.88,1.37347458597,1.17998060543
4.89,1.44012497822,1.16591260761
4.9,1.47821091666,1.15132092814
4.91,1.54486130891,1.13620556701
4.92,1.55438279352,1.1207093465
4.93,1.59246873195,1.10497508887
4.94,1.60199021656,1.08900279413
4.95,1.65852403142,1.07270022289
4.96,1.6394810622,1.05621019742
4.97,1.62995957759,1.03986299422
4.98,1.62995957759,1.02356339845
4.99,1.62043809298,1.00731141009
5,1.60199021656,0.991199268546
5.01,1.62043809298,0.975087126999
5.02,1.62043809298,0.958882746069
5.03,1.62043809298,0.942678365139
5.04,1.62043809298,0.926473984209
5.05,1.62043809298,0.910269603279
5.06,1.59246873195,0.894205069155
5.07,1.62995957759,0.878092927607
5.08,1.61091660838,0.861888546677
5.09,1.56390427813,0.846014442245
5.1,1.56390427813,0.830375399463
5.11,1.54486130891,0.814831571528
5.12,1.54486130891,0.799382958439
5.13,1.54486130891,0.78393434535
5.14,1.54486130891,0.768485732261
5.15,1.50677537048,0.753227548864
5.16,1.48773240126,0.738255010005
5.17,1.46868943205,0.723472900839
5.18,1.45916794744,0.708833613941
5.19,1.44012497822,0.694337149313
5.2,1.44964646283,0.679888292108
5.21,1.45916794744,0.665344220056
5.22,1.42108200901,0.650942970274
5.23,1.43060349362,0.636684542761
5.24,1.39251755518,0.622568937517
5.25,1.38299607058,0.608691369388
5.26,1.38299607058,0.594861408682
5.27,1.38299607058,0.581031447977
5.28,1.35443161675,0.56734430954
5.29,1.35443161675,0.553799993372
5.3,1.33538864754,0.540350892051
5.31,1.33538864754,0.526997005576
5.32,1.32586716293,0.513690726523
5.33,1.35443161675,0.500289232625
5.34,1.32586716293,0.486887738726
5.35,1.31634567832,0.47367667452
5.36,1.30682419371,0.46056082516
5.37,1.31634567832,0.4474449758
5.38,1.32586716293,0.434233911594
5.39,1.34491013215,0.420880025118
5.4,1.32586716293,0.407526138643
5.41,1.30682419371,0.39436268186
5.42,1.32586716293,0.381199225076
5.43,1.30682419371,0.368035768293
5.44,1.25981186346,0.355202588007
5.45,1.25029037886,0.342652076796
5.46,1.23124740964,0.330244387853
5.47,1.24076889425,0.317884306334
5.48,1.20268295582,0.305667047083
5.49,1.17411850199,0.293783039794
5.5,1.14555404817,0.282184677044
5.51,1.13603256356,0.270776743985
5.52,1.08842514052,0.259654455465
5.53,1.07890365591,0.248817811482
5.54,1.04081771748,0.238219204615
5.55,1.03129623288,0.227858634864
5.56,1.01225326366,0.217640887381
5.57,1.02177474827,0.207470747321
5.58,1.01225326366,0.197300607262
5.59,1.01225326366,0.187178074625
5.6,0.974167325228,0.177245971681
5.61,0.936676479585,0.167691752657
5.62,0.879547571938,0.158610632399
5.63,0.860504602722,0.149910371526
5.64,0.841461633507,0.141400540344
5.65,0.831940148899,0.133033531432
5.66,0.831940148899,0.124714129943
5.67,0.812897179683,0.116489943301
5.68,0.822418664291,0.108313364081
5.69,0.793854210468,0.100231999707
5.7,0.774811241252,0.0923886724483
5.71,0.698639364389,0.0850214194201
5.72,0.679596395174,0.0781302406222
5.73,0.613541095707,0.0716645531678
5.74,0.546890703452,0.065862394172
5.75,0.470718826589,0.0607743465218
5.76,0.394546949727,0.0564480176403
5.77,0.290405711828,0.0530232543325
5.78,0.176147896535,0.0506904862907
5.79,0.0714115658484,0.0494526889787
5.8,-0.0898585796967,0.049544924048
5.81,-0.261245302638,0.0513004434597
5.82,-0.432036932791,0.0547668546368
5.83,-0.669478955198,0.0602744340767
5.84,-0.897994585786,0.0681118017817
5.85,-1.12591512359,0.0782313503285
5.86,-1.34431417678,0.0905824968304
5.87,-1.45857199207,0.104596927675
5.88,-1.75314292213,0.120655502246
5.89,-2.01914939836,0.139516963848
5.9,-2.21910057512,0.160708213715
5.91,-2.44702111292,0.184038822156
5.92,-2.65589868151,0.209553421128
5.93,-2.81776391984,0.236921734135
5.94,-2.97903406539,0.265905724061
5.95,-3.10281336529,0.296314961214
5.96,-3.26408351083,0.328149445595
5.97,-3.38786281073,0.361409177203
5.98,-3.35929835691,0.395144983041
5.99,-3.35929835691,0.42873796661
6,-3.55924953368,0.463330706063
6.01,-3.57829250289,0.499018416246
6.02,-3.62530483314,0.535036402926
6.03,-3.62530483314,0.571289451257
6.04,-3.68243374079,0.607828144127
6.05,-3.66339077157,0.644557266689
6.06,-3.72051967922,0.681476818943
6.07,-3.80621304069,0.719110482542
6.08,-3.93891873241,0.757836141408
6.09,-3.80621304069,0.796561800273
6.1,-3.9198757632,0.835192244293
6.11,-3.9293972478,0.874438609348
6.12,-4.01509060927,0.914161048633
6.13,-3.97700467084,0.954121525033
6.14,-3.97700467084,0.993891571742
6.15,-3.95796170163,1.0335664036
6.16,-3.93891873241,1.07305080577
6.17,-3.88238491755,1.11215732402
6.18,-3.87286343295,1.15093356578
6.19,-3.98652615545,1.19023051372
6.2,-3.8157345253,1.22924181712
6.21,-3.82525600991,1.2674467698
6.22,-3.91035427859,1.30612482124
6.23,-3.96748318624,1.34551400857
6.24,-3.97700467084,1.38523644785
6.25,-3.96748318624,1.42495888714
6.26,-4.03413357849,1.46496697096
6.27,-4.0436550631,1.50535591417
6.28,-4.07221951692,1.54593528707
6.29,-4.20552030143,1.58732398616
6.3,-4.15791287839,1.62914115206
6.31,-4.19599881682,1.67091071053
6.32,-4.24301114707,1.71310576035
6.33,-4.29061857011,1.75577390894
6.34,-4.24301114707,1.79844205753
6.35,-4.30014005472,1.84115781353
6.36,-4.31918302394,1.88425442893
6.37,-4.30014005472,1.92735104432
6.38,-4.26205411629,1.97016201518
6.39,-4.18647733222,2.01240467242
6.4,-4.06269803231,2.05365054924
6.41,-4.10078397075,2.09446795926
6.42,-4.0436550631,2.13519015443
6.43,-3.93891873241,2.1751030234
6.44,-3.98652615545,2.21473024784
6.45,-3.89190640216,2.25412241063
6.46,-3.83477749451,2.29275583011
6.47,-3.73004116383,2.33057992341
6.48,-3.54020656446,2.36693116205
6.49,-3.4640346876,2.40195236831
6.5,-3.38786281073,2.4362118558
6.51,-3.27360499544,2.46951919483
6.52,-3.14089930372,2.50159171633
6.53,-3.06472742686,2.53261984998
6.54,-2.8939357967,2.5624131661
6.55,-2.7701564968,2.59073362756
6.56,-2.62733422768,2.61772108119
6.57,-2.42797814371,2.64299764304
6.58,-2.36132775145,2.66694417252
6.59,-2.25718651355,2.69003674384
6.6,-2.08579979061,2.71175167537
6.61,-1.93405112968,2.73185092997
6.62,-1.77218589134,2.75038211507
6.63,-1.56330832276,2.76705958614
6.64,-1.36335714599,2.78169291349
6.65,-1.17352254663,2.79437731195
6.66,-0.945602008826,2.80497293473
